,Unnamed: 0,arr_airport,arr_city,dept_airport,dept_city,duration_hrs,duration_mins,layover_hrs,layover_mins,leg_id,price,stops,total_hrs,total_mins,total_mins_final,total_time_mins,timestamp
97,97,GIG,Rio de Janeiro,SFO,San Francisco,5,50,"[5, 8]","[50, 25]",04cb2964fbb6bbecf577c756c8de8dba,1516.0,1,13,75,780,855,1559792913.891712
0,0,SFO,San Francisco,CPT,Cape Town,1,55,"[1, 10, 11]","[55, 35, 35]",0a099f3ff9d901778aba98f153cfecfa,1731.0,2,22,125,1320,1445,1559792994.2169511
1,1,CPT,Cape Town,SFO,San Francisco,10,50,"[10, 10, 2]","[50, 25, 10]",c134f0af2622316185c0989cc981276f,2056.0,2,22,85,1320,1405,1559792994.2169511
2,2,CPT,Cape Town,SFO,San Francisco,11,0,"[11, 11]","[0, 45]",7c2ec8a49f563ea2bf8c7b89f6425d64,4211.0,1,22,45,1320,1365,1559792994.2169511
3,3,CPT,Cape Town,SFO,San Francisco,4,45,"[4, 15, 2]","[45, 39, 10]",aa6a913d2d1904ee69e211abf5ae8a30,1606.0,2,21,94,1260,1354,1559792994.2169511
4,4,CPT,Cape Town,SFO,San Francisco,11,5,"[11, 10, 2]","[5, 25, 10]",7857fe172a963bb492d915c234858219,1516.0,2,23,40,1380,1420,1559792994.2169511
5,5,SFO,San Francisco,CPT,Cape Town,2,0,"[2, 11, 11]","[0, 10, 5]",dcf0f1bbe8133060cdaebb8860d74df9,1706.0,2,24,15,1440,1455,1559792994.2169511
6,6,CPT,Cape Town,SFO,San Francisco,5,46,"[5, 14, 2]","[46, 50, 10]",849f2cc49d674fb83dd6b6c81aab8057,4647.0,2,21,106,1260,1366,1559792994.2169511
7,7,SFO,San Francisco,CPT,Cape Town,2,0,"[2, 11, 11]","[0, 10, 5]",7288313e3edad3884cfad94f3bdd0930,1640.0,2,24,15,1440,1455,1559792994.2169511
8,8,CPT,Cape Town,SFO,San Francisco,5,5,"[5, 10, 5, 2]","[5, 30, 45, 10]",bfe506303238e8c0f6998d8abacaa6f1,4415.0,3,22,90,1320,1410,1559792994.2169511
9,9,CPT,Cape Town,SFO,San Francisco,2,18,"[2, 9, 11]","[18, 50, 40]",c72a9dbabcd5166527c476025f7b8b64,1730.0,2,22,108,1320,1428,1559792994.2169511
10,10,CPT,Cape Town,SFO,San Francisco,2,18,"[2, 9, 11]","[18, 50, 40]",17330bdd0490b37c8fba776ada675cb1,1727.0,2,22,108,1320,1428,1559792994.2169511
11,11,SFO,San Francisco,CPT,Cape Town,1,55,"[1, 10, 11]","[55, 45, 50]",d8eb9137a804ca2de1935a8c533c8afa,1913.0,2,22,150,1320,1470,1559792994.2169511
12,12,SFO,San Francisco,CPT,Cape Town,2,0,"[2, 11, 11]","[0, 10, 5]",f085a3318c6cb35a27ef07302c80c882,1640.0,2,24,15,1440,1455,1559792994.2169511
13,13,CPT,Cape Town,SFO,San Francisco,1,33,"[1, 10, 11]","[33, 15, 15]",227f9cac1e2517d865249c736fb857b3,5723.0,2,22,63,1320,1383,1559792994.2169511
14,14,CPT,Cape Town,SFO,San Francisco,11,5,"[11, 10, 2]","[5, 25, 10]",d36aabb5fef657b91aff0d3bd560d8de,2056.0,2,23,40,1380,1420,1559792994.2169511
15,15,CPT,Cape Town,SFO,San Francisco,10,15,"[10, 1, 11]","[15, 15, 20]",c0c8ea29dbead983fad8995455b6f21d,1513.0,2,22,50,1320,1370,1559792994.2169511
16,16,SFO,San Francisco,CPT,Cape Town,2,0,"[2, 11, 11]","[0, 10, 5]",4e8404de775e6e72ee72aa9e474b6615,1640.0,2,24,15,1440,1455,1559792994.2169511
17,17,CPT,Cape Town,SFO,San Francisco,5,55,"[5, 14, 2]","[55, 50, 10]",77ee6a0905b5a650bb75d38d42c60731,4391.0,2,21,115,1260,1375,1559792994.2169511
18,18,CPT,Cape Town,SFO,San Francisco,5,42,"[5, 7, 11]","[42, 20, 40]",9942f42515dcbf350b7a595de38f831d,1673.0,2,23,102,1380,1482,1559792994.2169511
19,19,CPT,Cape Town,SFO,San Francisco,1,33,"[1, 10, 11]","[33, 55, 40]",765aedfd8d09cc7880a69de6cdc82de9,1759.0,2,22,128,1320,1448,1559792994.2169511
20,20,CPT,Cape Town,SFO,San Francisco,10,30,"[10, 11]","[30, 30]",839bb12363cc935f1ff7c2987493c537,4681.0,1,21,60,1260,1320,1559792994.2169511
21,21,CPT,Cape Town,SFO,San Francisco,5,31,"[5, 14, 2]","[31, 50, 10]",e2536843ded829e0de6672d7e875114e,4647.0,2,21,91,1260,1351,1559792994.2169511
22,22,CPT,Cape Town,SFO,San Francisco,11,5,"[11, 10, 2]","[5, 40, 10]",b3dd32cc85e8f97b9c200202295d0ead,4237.0,2,23,55,1380,1435,1559792994.2169511
23,23,CPT,Cape Town,SFO,San Francisco,1,32,"[1, 10, 11]","[32, 15, 15]",df9f251f8b120a65037a9141af2e8cfb,5723.0,2,22,62,1320,1382,1559792994.2169511
24,24,CPT,Cape Town,SFO,San Francisco,10,15,"[10, 1, 11]","[15, 15, 20]",cce45f52d3a9d194914337b192f9c1df,1513.0,2,22,50,1320,1370,1559792994.2169511
25,25,CPT,Cape Town,SFO,San Francisco,10,15,"[10, 11, 2]","[15, 0, 10]",d098675f220f12cacc7f253f8058fed0,4637.0,2,23,25,1380,1405,1559792994.2169511
26,26,CPT,Cape Town,SFO,San Francisco,5,5,"[5, 13, 6]","[5, 15, 30]",1bfb10527a587d7668c9b17b9aed9297,1944.0,2,24,50,1440,1490,1559792994.2169511
27,27,CPT,Cape Town,SFO,San Francisco,5,5,"[5, 13, 6]","[5, 15, 30]",39f198aa38b1a832d0d8cac392caa80a,2614.0,2,24,50,1440,1490,1559792994.2169511
28,28,CPT,Cape Town,SFO,San Francisco,5,46,"[5, 14, 2]","[46, 50, 10]",9d829d566755acd2c6729661cee9c276,4647.0,2,21,106,1260,1366,1559792994.2169511
29,29,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11, 2]","[25, 0, 10]",b8e3b8f8e76d6d3e77fd1d8a6a7192f8,1640.0,2,23,35,1380,1415,1559792994.2169511
30,30,CPT,Cape Town,SFO,San Francisco,5,42,"[5, 7, 11]","[42, 20, 40]",96af4e7e1c3ee2bc2da424e65162f15b,4425.0,2,23,102,1380,1482,1559792994.2169511
31,31,SFO,San Francisco,CPT,Cape Town,2,0,"[2, 10, 12]","[0, 35, 50]",3b5caa54b9dff72f076b1cdd8336a20c,2031.0,2,24,85,1440,1525,1559792994.2169511
32,32,SFO,San Francisco,CPT,Cape Town,11,40,"[11, 11]","[40, 0]",f0b4818743e575a0e663a34ca243a779,1702.0,1,22,40,1320,1360,1559792994.2169511
33,33,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11, 2]","[25, 0, 10]",a9b3f2a6a0be95de20e9f95183e33284,1640.0,2,23,35,1380,1415,1559792994.2169511
34,34,CPT,Cape Town,SFO,San Francisco,4,36,"[4, 8, 11]","[36, 30, 40]",414eb1e5b0f1fe98be7c42f3947bf723,1274.0,2,23,106,1380,1486,1559792994.2169511
35,35,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 1, 11]","[25, 5, 45]",fc32e811c42c935655c807dc4ad38008,2033.0,2,22,75,1320,1395,1559792994.2169511
36,36,SFO,San Francisco,CPT,Cape Town,10,15,"[10, 13, 6]","[15, 45, 28]",6ae2948a1e25ea849634cbb27c4c11af,1879.0,2,29,88,1740,1828,1559792994.2169511
37,37,CPT,Cape Town,SFO,San Francisco,4,36,"[4, 8, 11]","[36, 30, 40]",64db356b83a2b721be943f9a4377527e,4425.0,2,23,106,1380,1486,1559792994.2169511
38,38,CPT,Cape Town,SFO,San Francisco,11,20,"[11, 10, 2]","[20, 35, 10]",5d5ad8de9b0daac99fd0b8d116f6f9bc,4225.0,2,23,65,1380,1445,1559792994.2169511
39,39,CPT,Cape Town,SFO,San Francisco,5,42,"[5, 7, 11]","[42, 33, 15]",28cbd1321442c4d75d88ddcc1fff0415,1777.0,2,23,90,1380,1470,1559792994.2169511
40,40,CPT,Cape Town,SFO,San Francisco,11,0,"[11, 10, 2]","[0, 30, 10]",dacf797f54c6245c05d48754e2277c3d,1913.0,2,23,40,1380,1420,1559792994.2169511
41,41,CPT,Cape Town,SFO,San Francisco,3,31,"[3, 8, 11]","[31, 10, 40]",8b5be666b3d471f6517db27029fde714,1734.0,2,22,81,1320,1401,1559792994.2169511
42,42,CPT,Cape Town,SFO,San Francisco,10,50,"[10, 11]","[50, 45]",e8c7a1497ee7a56bd8ffb10f2366ca0e,1813.0,1,21,95,1260,1355,1559792994.2169511
43,43,CPT,Cape Town,SFO,San Francisco,4,45,"[4, 15, 2]","[45, 39, 10]",61b0a3e239158d0caba5332218d2a8b8,4237.0,2,21,94,1260,1354,1559792994.2169511
44,44,CPT,Cape Town,SFO,San Francisco,5,46,"[5, 14, 2]","[46, 50, 10]",45c659e3aa0a82c9214b4ed3aa83bafd,4641.0,2,21,106,1260,1366,1559792994.2169511
45,45,SFO,San Francisco,CPT,Cape Town,2,0,"[2, 11, 11]","[0, 10, 5]",fa26b1b17789a8bd602a0b62592fe7c4,1706.0,2,24,15,1440,1455,1559792994.2169511
46,46,CPT,Cape Town,SFO,San Francisco,3,31,"[3, 8, 11]","[31, 10, 40]",e1c4c248418c311d843d470a69197512,1732.0,2,22,81,1320,1401,1559792994.2169511
47,47,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11]","[25, 30]",8f1c50004020af380a45572ddc6be5d6,2031.0,1,21,55,1260,1315,1559792994.2169511
48,48,CPT,Cape Town,SFO,San Francisco,2,21,"[2, 9, 11]","[21, 55, 15]",750924f8efbf6dce99a654388448c37a,1702.0,2,22,91,1320,1411,1559792994.2169511
49,49,CPT,Cape Town,SFO,San Francisco,4,45,"[4, 15, 2]","[45, 39, 10]",39020c36dcc866dcf009116dac6d8b2e,1638.0,2,21,94,1260,1354,1559792994.2169511
50,50,CPT,Cape Town,SFO,San Francisco,4,5,"[4, 13, 6]","[5, 45, 30]",61438fbf8fab861c134222841143b2e0,1984.0,2,23,80,1380,1460,1559792994.2169511
51,51,CPT,Cape Town,SFO,San Francisco,5,41,"[5, 7, 11]","[41, 34, 20]",25f8cb2b0675ae086d3504dbe927d3bb,2536.0,2,23,95,1380,1475,1559792994.2169511
52,52,CPT,Cape Town,SFO,San Francisco,5,46,"[5, 12, 9]","[46, 30, 40]",1569e00be8175e520a13b1996e6d114b,1437.0,2,26,116,1560,1676,1559792994.2169511
53,53,CPT,Cape Town,SFO,San Francisco,15,40,"[15, 9]","[40, 40]",b94fc04dbb8ff2c01bd240559d83ab4c,1365.0,1,24,80,1440,1520,1559792994.2169511
54,54,SFO,San Francisco,CPT,Cape Town,1,55,"[1, 10, 11]","[55, 45, 25]",aa95ede801a208f2f1bd9e04239a5f95,1813.0,2,22,125,1320,1445,1559792994.2169511
55,55,CPT,Cape Town,SFO,San Francisco,2,21,"[2, 9, 11]","[21, 55, 15]",53220a9bd29a7a6f5f10cb1d4fa67ca4,2536.0,2,22,91,1320,1411,1559792994.2169511
56,56,CPT,Cape Town,SFO,San Francisco,10,15,"[10, 11, 2]","[15, 0, 10]",7f2480161de0a68fc1fd94fc2dc20ec4,4575.0,2,23,25,1380,1405,1559792994.2169511
57,57,CPT,Cape Town,SFO,San Francisco,11,5,"[11, 11]","[5, 45]",95e154fa89d65dfd5d24c1b6b0128412,1826.0,1,22,50,1320,1370,1559792994.2169511
58,58,CPT,Cape Town,SFO,San Francisco,4,45,"[4, 15, 2]","[45, 39, 10]",f10328fb6dc638432e4b4a325f82f355,1700.0,2,21,94,1260,1354,1559792994.2169511
59,59,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11]","[25, 30]",983ca97d77d655e3cce1e47143ed4a6e,1706.0,1,21,55,1260,1315,1559792994.2169511
60,60,SFO,San Francisco,CPT,Cape Town,2,0,"[2, 10, 11]","[0, 50, 35]",69a4a27fd614efb46daac04db976b4bd,1516.0,2,23,85,1380,1465,1559792994.2169511
61,61,SFO,San Francisco,CPT,Cape Town,11,40,"[11, 1, 11]","[40, 15, 25]",366dfae57f86b513c5ce8f10d9cc4cf8,1283.0,2,23,80,1380,1460,1559792994.2169511
62,62,CPT,Cape Town,SFO,San Francisco,5,31,"[5, 14, 2]","[31, 50, 10]",cd1f0aad5aa742637e60893246ef4bac,4765.0,2,21,91,1260,1351,1559792994.2169511
63,63,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 10, 2]","[25, 50, 10]",36013d3fe26ca86fd89a2afac3381bc4,5679.0,2,22,85,1320,1405,1559792994.2169511
64,64,CPT,Cape Town,SFO,San Francisco,4,45,"[4, 15, 2]","[45, 39, 10]",49c3e0108135481bdaa8b02c05023987,1606.0,2,21,94,1260,1354,1559792994.2169511
65,65,CPT,Cape Town,SFO,San Francisco,5,42,"[5, 7, 11]","[42, 20, 15]",7ca40441a52947d3e01bdec4af593447,1777.0,2,23,77,1380,1457,1559792994.2169511
66,66,CPT,Cape Town,SFO,San Francisco,1,34,"[1, 10, 11]","[34, 30, 30]",69a50820bed4519db8b8178efa29a974,5695.0,2,22,94,1320,1414,1559792994.2169511
67,67,SFO,San Francisco,CPT,Cape Town,6,25,"[6, 8, 7, 5]","[25, 15, 55, 49]",d5370684619d639941b78dc9288ccbe4,2614.0,3,26,144,1560,1704,1559792994.2169511
68,68,SFO,San Francisco,CPT,Cape Town,9,30,"[9, 15]","[30, 50]",490af83fd353c0bef96d9028baf64f91,1365.0,1,24,80,1440,1520,1559792994.2169511
69,69,CPT,Cape Town,SFO,San Francisco,4,31,"[4, 7, 11]","[31, 28, 20]",bc85652180be4d53b129e08ed993806b,4160.0,2,22,79,1320,1399,1559792994.2169511
70,70,CPT,Cape Town,SFO,San Francisco,15,40,"[15, 9]","[40, 45]",a2b14d5199149a00d5b1a0c543ce4843,1365.0,1,24,85,1440,1525,1559792994.2169511
71,71,CPT,Cape Town,SFO,San Francisco,4,36,"[4, 8, 11]","[36, 30, 40]",c0631e9dde6008cb1900f37e97105e5d,4160.0,2,23,106,1380,1486,1559792994.2169511
72,72,CPT,Cape Town,SFO,San Francisco,10,20,"[10, 11]","[20, 15]",a451240d9de58aec3841c81781389a94,1666.0,1,21,35,1260,1295,1559792994.2169511
73,73,CPT,Cape Town,SFO,San Francisco,11,5,"[11, 11]","[5, 45]",eccc04f0a4773fcaf69ee397f4ba2bac,1781.0,1,22,50,1320,1370,1559792994.2169511
74,74,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11]","[25, 30]",538dce0d17222894097acdb715035114,1706.0,1,21,55,1260,1315,1559792994.2169511
75,75,CPT,Cape Town,SFO,San Francisco,11,0,"[11, 11]","[0, 45]",4214f78954d6d36165603a073f7eec84,1826.0,1,22,45,1320,1365,1559792994.2169511
76,76,CPT,Cape Town,SFO,San Francisco,5,31,"[5, 14, 2]","[31, 50, 10]",046077599f874fe6cd8e6093d7978045,4647.0,2,21,91,1260,1351,1559792994.2169511
77,77,CPT,Cape Town,SFO,San Francisco,5,42,"[5, 7, 11]","[42, 20, 15]",c7ff30c8c4ec37a67b42de5655d01203,1674.0,2,23,77,1380,1457,1559792994.2169511
78,78,CPT,Cape Town,SFO,San Francisco,11,0,"[11, 10, 2]","[0, 30, 10]",9b02eb69f918d86fce016b509bfce83a,2038.0,2,23,40,1380,1420,1559792994.2169511
79,79,CPT,Cape Town,SFO,San Francisco,2,18,"[2, 10, 11]","[18, 13, 40]",2890f80baa95c32ef0e9ed6194da590d,2536.0,2,23,71,1380,1451,1559792994.2169511
80,80,CPT,Cape Town,SFO,San Francisco,1,34,"[1, 10, 11]","[34, 40, 45]",409478b3371e638be15e19c4815b9916,2034.0,2,22,119,1320,1439,1559792994.2169511
81,81,SFO,San Francisco,CPT,Cape Town,1,55,"[1, 10, 11]","[55, 45, 25]",f217ea47bf1df58bdbdae429e3aabfca,1826.0,2,22,125,1320,1445,1559792994.2169511
82,82,SFO,San Francisco,CPT,Cape Town,1,55,"[1, 15, 6]","[55, 35, 28]",70e3119d1b83e90688552dcdb27ce401,2383.0,2,22,118,1320,1438,1559792994.2169511
83,83,CPT,Cape Town,SFO,San Francisco,4,23,"[4, 8, 11]","[23, 15, 45]",6d4ea144eb1edca3dfe57ee1026a1d6e,2034.0,2,23,83,1380,1463,1559792994.2169511
84,84,CPT,Cape Town,SFO,San Francisco,5,41,"[5, 7, 11]","[41, 33, 20]",7692ad4da53ec0d27b16cbcfa470017b,2571.0,2,23,94,1380,1474,1559792994.2169511
85,85,CPT,Cape Town,SFO,San Francisco,10,50,"[10, 10, 2]","[50, 30, 10]",26e3bcb5df8335ed4251921e096b7f98,4219.0,2,22,90,1320,1410,1559792994.2169511
86,86,CPT,Cape Town,SFO,San Francisco,11,20,"[11, 10, 2]","[20, 35, 10]",8b2ea711f7c3c38b5b637bf1ac799b08,4225.0,2,23,65,1380,1445,1559792994.2169511
87,87,CPT,Cape Town,SFO,San Francisco,5,31,"[5, 14, 2]","[31, 50, 10]",e2c4f14e4e27ca54739fb4b89512e216,2383.0,2,21,91,1260,1351,1559792994.2169511
88,88,CPT,Cape Town,SFO,San Francisco,1,44,"[1, 10, 11]","[44, 1, 15]",892c0d3d86b8c607ff71784ae0445b9e,1777.0,2,22,60,1320,1380,1559792994.2169511
89,89,SFO,San Francisco,CPT,Cape Town,2,0,"[2, 12, 12]","[0, 45, 35]",137bc2a3676291937b751ad8f64238a2,1944.0,2,26,80,1560,1640,1559792994.2169511
90,90,CPT,Cape Town,SFO,San Francisco,1,32,"[1, 10, 11]","[32, 15, 15]",f26f052fbd130d3f8a55ebdddf6ec887,1777.0,2,22,62,1320,1382,1559792994.2169511
91,91,CPT,Cape Town,SFO,San Francisco,5,5,"[5, 10, 5, 2]","[5, 30, 45, 10]",5d09594f16347f984d99d6335dbfc392,4641.0,3,22,90,1320,1410,1559792994.2169511
92,92,CPT,Cape Town,SFO,San Francisco,10,20,"[10, 11]","[20, 15]",3f0362b51acac514f6c894abd4c06684,1652.0,1,21,35,1260,1295,1559792994.2169511
93,93,CPT,Cape Town,SFO,San Francisco,4,31,"[4, 7, 11]","[31, 45, 20]",6f10786a14f91119016ab9a281475521,1657.0,2,22,96,1320,1416,1559792994.2169511
94,94,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11, 2]","[25, 0, 10]",a29b66ce1f560fc2920f43dee167944c,5679.0,2,23,35,1380,1415,1559792994.2169511
95,95,CPT,Cape Town,SFO,San Francisco,5,5,"[5, 10, 5, 2]","[5, 30, 45, 10]",9b9c005637eff9a2898472141d2438bd,4636.0,3,22,90,1320,1410,1559792994.2169511
96,96,CPT,Cape Town,SFO,San Francisco,10,50,"[10, 11]","[50, 45]",6715304b72e1e87c8cef3753cc8e2aeb,1826.0,1,21,95,1260,1355,1559792994.2169511
97,97,CPT,Cape Town,SFO,San Francisco,5,48,"[5, 12, 10]","[48, 0, 30]",1ed10f884e3ca0b3db1b5ce1161731ce,2301.0,2,27,78,1620,1698,1559792994.2169511
98,98,CPT,Cape Town,SFO,San Francisco,10,45,"[10, 1, 11]","[45, 10, 45]",36fd4313818ed3c2506af31776543cbe,2036.0,2,22,100,1320,1420,1559792994.2169511
99,99,CPT,Cape Town,SFO,San Francisco,5,41,"[5, 7, 11]","[41, 25, 20]",556a708fddff85f391f7d0eb36e2781e,2536.0,2,23,86,1380,1466,1559792994.2169511
100,100,CPT,Cape Town,SFO,San Francisco,4,31,"[4, 7, 11]","[31, 28, 20]",e0e58c16e6fd099ebf8526c4cb0e2d91,1674.0,2,22,79,1320,1399,1559792994.2169511
101,101,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11, 2]","[25, 0, 10]",945eeeadcb6f4930a6b090d4327075d1,5679.0,2,23,35,1380,1415,1559792994.2169511
102,102,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11]","[25, 30]",45ab2fe6cf980c723f70612ca5ddddd7,2031.0,1,21,55,1260,1315,1559792994.2169511
103,103,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11, 2]","[25, 0, 10]",49503c6c938fe6c1d3ecbe35fb02b514,1640.0,2,23,35,1380,1415,1559792994.2169511
104,104,CPT,Cape Town,SFO,San Francisco,1,33,"[1, 10, 11]","[33, 55, 40]",4f6ad905c13e0f5a24c74f7e4aef1016,1673.0,2,22,128,1320,1448,1559792994.2169511
105,105,SFO,San Francisco,CPT,Cape Town,1,55,"[1, 10, 11]","[55, 35, 25]",5c2a4c171c96f6b483af234a9915b96d,1781.0,2,22,115,1320,1435,1559792994.2169511
106,106,CPT,Cape Town,SFO,San Francisco,11,0,"[11, 11]","[0, 45]",eeb0d8c44b05632258c08ff9bcb00d8c,1690.0,1,22,45,1320,1365,1559792994.2169511
107,107,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11]","[25, 30]",d22b9350ce5ade2b118077af50834195,5700.0,1,21,55,1260,1315,1559792994.2169511
108,108,SFO,San Francisco,CPT,Cape Town,11,55,"[11, 11]","[55, 25]",ffb2a76c7cc03da179c2d22d50ce3673,1274.0,1,22,80,1320,1400,1559792994.2169511
109,109,CPT,Cape Town,SFO,San Francisco,4,35,"[4, 7, 11]","[35, 57, 40]",b467c08e16f99f59a905c9d907a2170b,1734.0,2,22,132,1320,1452,1559792994.2169511
110,110,CPT,Cape Town,SFO,San Francisco,1,37,"[1, 10, 11]","[37, 55, 40]",82e1b1b0e742d827c1ff17ca70abb3db,1673.0,2,22,132,1320,1452,1559792994.2169511
111,111,CPT,Cape Town,SFO,San Francisco,3,36,"[3, 8, 11]","[36, 13, 15]",5566ebf1bce69ec9d93b8f334fa2753f,5723.0,2,22,64,1320,1384,1559792994.2169511
112,112,CPT,Cape Town,SFO,San Francisco,10,30,"[10, 11]","[30, 30]",1f1021b4bcdca1a633d6a3bcb8648568,4681.0,1,21,60,1260,1320,1559792994.2169511
113,113,CPT,Cape Town,SFO,San Francisco,10,25,"[10, 11]","[25, 30]",0284a178fad217799c675269b77682c4,5700.0,1,21,55,1260,1315,1559792994.2169511
114,114,CPT,Cape Town,SFO,San Francisco,4,36,"[4, 8, 11]","[36, 30, 40]",590198c32d7574875fa83a83e4c03d38,1283.0,2,23,106,1380,1486,1559792994.2169511
115,115,CPT,Cape Town,SFO,San Francisco,10,50,"[10, 10, 2]","[50, 30, 10]",6f0fce5a8997a6add0d8830aee11c160,4219.0,2,22,90,1320,1410,1559792994.2169511
116,116,CPT,Cape Town,SFO,San Francisco,15,40,"[15, 8, 2]","[40, 10, 10]",ac28c4a6e828b155a7641634a2fe1568,6001.0,2,25,60,1500,1560,1559792994.2169511
117,117,SFO,San Francisco,CPT,Cape Town,11,40,"[11, 11]","[40, 0]",4dc74ac891edff9ad0a80a53f2e6a42a,1673.0,1,22,40,1320,1360,1559792994.2169511
118,118,CPT,Cape Town,SFO,San Francisco,3,36,"[3, 8, 11]","[36, 13, 15]",07d04cf6cd6c0dd7472d860b11a491a7,1746.0,2,22,64,1320,1384,1559792994.2169511
119,119,CPT,Cape Town,SFO,San Francisco,4,50,"[4, 10, 5, 2]","[50, 30, 45, 10]",3acebf94c4e367dc367afa46d370df25,4415.0,3,21,135,1260,1395,1559792994.2169511
120,120,CPT,Cape Town,SFO,San Francisco,10,50,"[10, 11]","[50, 45]",942933652bb97913325024f8cbee105c,1731.0,1,21,95,1260,1355,1559792994.2169511
121,121,CPT,Cape Town,SFO,San Francisco,4,45,"[4, 15, 2]","[45, 39, 10]",839fa1cb97eed9e90b715207a2817686,4237.0,2,21,94,1260,1354,1559792994.2169511
122,122,CPT,Cape Town,SFO,San Francisco,4,8,"[4, 13, 6]","[8, 45, 30]",32608638ecb99061dddab2c31814621c,1984.0,2,23,83,1380,1463,1559792994.2169511
123,123,CPT,Cape Town,SFO,San Francisco,5,46,"[5, 12, 10]","[46, 15, 30]",4ef0887e96be8c13aa148820900b87c1,1879.0,2,27,91,1620,1711,1559792994.2169511
124,124,CPT,Cape Town,SFO,San Francisco,4,45,"[4, 15, 2]","[45, 39, 10]",1053d50fbfcc5ffffd487da65f936f2e,4216.0,2,21,94,1260,1354,1559792994.2169511
125,125,CPT,Cape Town,SFO,San Francisco,2,18,"[2, 9, 11]","[18, 50, 40]",cc4995176d7b5be09096c8dea76f8c09,4421.0,2,22,108,1320,1428,1559792994.2169511
126,126,CPT,Cape Town,SFO,San Francisco,1,33,"[1, 10, 11]","[33, 55, 40]",ba005f15da2b1d94aecaa7bd2691e818,0.0,2,22,128,1320,1448,1559792994.2169511
127,127,CPT,Cape Town,SFO,San Francisco,11,0,"[11, 10, 2]","[0, 25, 10]",f8cf8790fd50dcd089e1d13ee85f6499,2056.0,2,23,35,1380,1415,1559792994.2169511
128,128,CPT,Cape Town,SFO,San Francisco,3,31,"[3, 8, 11]","[31, 10, 40]",67250bdd10780fe0999244eb0fe93ac5,4425.0,2,22,81,1320,1401,1559792994.2169511
